Stem,Word_anew,Word_mrc,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum,Conc,Imag
bale,bale,bale,4.9,1.33,20,2.78,1.86,18,4.91,1.38,22,462,473
ball,ball,ball,6.14,1.39,22,3.48,2.02,21,5.47,1.94,17,615,622
balloon,balloon,balloon,6.84,1.42,19,3.9,2.57,21,5.45,2.28,20,623,583
ballot,ballot,ballot,5.29,1.23,21,4.15,2.54,20,5.45,2.04,20,455,437
banana,banana,banana,6.71,2.03,21,3.21,2.19,24,6.05,1.51,19,633,644
band,band,band,6.44,1.62,18,4.52,2.93,21,5.56,1.95,18,590,579
bandag,bandage,bandage,3.63,2.01,19,3.64,2.04,22,4.4,1.98,20,639,554
bandit,bandit,bandit,3.88,1.98,24,5.18,2.77,22,4.77,2.2,26,547,562
bang,bang,bang,5.1,1.41,21,6.09,2.48,23,4.89,2.26,19,435,470
bank,bank,bank,6.0,1.94,18,4.19,2.93,21,4.78,2.13,18,573,560
bank,banking,bank,5.47,1.71,19,4.24,2.19,21,4.74,2.28,23,573,560
banker,banker,banker,4.89,1.78,18,3.38,2.52,24,5.32,2.25,28,547,565
banner,banner,banner,5.17,1.24,41,3.55,2.16,20,5.17,2.07,42,567,569
bar,bar,bar,5.0,1.83,19,4.53,2.46,40,5.48,2.26,48,565,596
barb,barbed,barb,3.75,1.52,20,5.1,2.29,20,4.58,2.23,26,527,448
bard,bard,bard,4.45,1.47,20,2.94,2.04,18,5.32,2.23,22,395,406
bare,bare,bare,5.5,1.95,22,4.65,2.43,26,5.58,1.86,24,399,487
bargain,bargain,bargain,7.63,1.42,19,5.48,2.41,23,6.11,1.88,19,399,505
bargain,bargaining,bargain,5.37,1.8,19,4.14,2.49,22,6.37,1.98,27,399,505
bark,bark,bark,4.86,2.33,21,3.4,2.3,20,4.82,2.92,22,563,539
barn,barn,barn,6.16,1.3,19,3.57,2.11,21,5.65,1.87,23,614,589
barnacl,barnacle,barnacle,5.27,1.35,22,3.52,1.97,21,3.68,1.39,22,542,458
baron,baron,baron,3.9,1.51,21,3.88,1.74,25,4.95,2.72,22,513,498
barrel,barrel,barrel,4.92,1.24,38,3.43,2.5,21,4.94,1.39,48,590,602
base,base,base,5.68,1.25,22,3.1,2.17,20,6.37,2.19,19,441,436
basement,basement,basement,4.81,1.99,21,3.33,2.32,24,5.26,2.0,19,585,571
basin,basin,basin,5.47,1.39,19,2.77,1.97,22,4.75,1.38,28,602,542
basket,basket,basket,5.66,1.06,41,2.48,1.4,21,5.3,1.86,44,606,560
bass,bass,bass,5.23,1.38,22,4.87,2.69,23,5.89,1.94,19,547,544
bat,bat,bat,4.81,2.11,21,4.57,2.52,23,4.29,2.33,21,564,586
bath,bath,bath,7.0,1.75,37,3.25,2.35,40,6.64,2.37,50,600,601
bath,bathe,bath,7.5,1.24,20,3.15,2.23,20,6.5,1.79,22,600,601
bath,bathing,bath,6.14,1.9,21,3.23,2.45,22,6.93,2.11,27,600,601
baton,baton,baton,4.63,1.71,19,3.64,2.13,22,5.38,1.76,24,570,516
battl,battle,battle,3.52,2.23,21,6.25,2.94,20,5.63,2.83,19,564,597
bawl,bawl,bawl,3.58,1.54,19,4.86,2.55,22,4.14,1.88,21,384,417
bay,bay,bay,7.23,1.19,22,3.26,2.21,19,4.86,1.96,21,580,570
bayonet,bayonet,bayonet,4.68,1.83,19,4.45,2.56,22,5.17,2.31,18,600,548
be,be,be,6.18,1.44,22,3.43,2.31,21,5.5,2.85,18,225,274
be,be,being,6.18,1.44,22,3.43,2.31,21,5.5,2.85,18,276,323
beach,beach,beach,7.21,1.51,42,5.1,2.23,21,5.7,2.33,53,612,667
beak,beak,beak,4.9,1.94,20,2.81,2.14,21,4.28,2.05,25,552,574
beam,beam,beam,5.74,1.45,19,3.59,2.48,22,6.54,2.27,26,502,539
bean,bean,bean,6.0,2.08,19,2.95,2.46,20,5.6,1.9,20,604,538
bear,bear,bear,5.33,2.25,18,4.5,3.07,20,3.59,2.15,17,585,572
bear,bearings,bear,5.43,1.16,21,3.29,2.24,21,5.32,1.64,22,585,572
beard,beard,beard,5.09,2.0,22,3.18,2.08,22,5.42,2.27,19,580,630
beard,bearded,beard,5.67,1.68,21,5.53,2.63,19,6.06,2.24,36,580,630
beast,beast,beast,4.42,2.01,19,5.83,2.38,18,4.08,2.3,62,564,558
beast,beastly,beast,4.19,2.04,21,6.22,2.02,23,4.38,2.38,21,564,558
beat,beat,beat,4.38,2.2,21,5.52,2.34,21,5.59,1.94,17,361,406
beauti,beautiful,beautiful,7.61,1.74,41,5.71,2.82,41,6.17,2.24,24,393,532
beauti,beautiful,beauty,7.61,1.74,41,5.71,2.82,41,6.17,2.24,24,336,513
beauti,beauty,beautiful,7.58,1.35,19,4.89,2.78,47,5.6,2.32,48,393,532
beauti,beauty,beauty,7.58,1.35,19,4.89,2.78,47,5.6,2.32,48,336,513
beaver,beaver,beaver,5.0,1.84,21,4.05,2.26,22,5.15,2.03,20,589,612
bed,bed,bed,7.16,1.86,43,3.0,2.32,21,6.73,2.12,44,635,635
bed,bedding,bed,5.05,1.9,19,3.65,2.76,20,6.0,1.84,20,635,635
bedroom,bedroom,bedroom,7.0,2.12,21,4.9,2.95,20,6.84,2.06,19,615,629
bee,bee,bee,3.68,1.67,22,5.65,2.4,23,5.32,1.63,19,597,623
bee,bees,bee,5.14,2.24,42,5.53,2.28,43,4.2,1.76,44,597,623
beef,beef,beef,6.11,2.23,19,4.37,2.31,19,6.32,1.93,25,637,625
beehiv,beehive,beehive,4.26,2.58,19,5.39,2.68,23,4.47,1.87,19,611,572
beer,beer,beer,5.67,2.33,18,4.3,2.98,20,5.33,1.97,18,587,598
beetl,beetle,beetle,4.2,1.91,20,4.45,2.3,22,5.93,2.46,27,619,640
beg,beg,beg,3.72,1.96,18,4.65,2.48,20,3.17,2.46,18,300,431
beggar,beggar,beggar,2.92,1.6,39,4.29,2.18,42,4.16,1.21,19,533,593
begin,begin,beginning,6.44,2.04,18,2.85,2.23,20,5.72,2.3,18,318,359
begin,beginning,beginning,6.39,2.12,18,3.0,2.7,20,5.72,2.27,18,318,359
belief,belief,belief,6.14,1.86,22,3.95,2.36,21,7.18,1.99,22,270,328
bell,bell,bell,5.67,1.77,21,4.7,2.34,20,6.16,2.39,19,620,610
bell,bell,belle,5.67,1.77,21,4.7,2.34,20,6.16,2.39,19,388,401
belli,belly,belly,4.37,1.42,19,3.75,2.17,20,4.96,1.68,24,630,576
belov,beloved,beloved,7.38,2.13,21,4.91,2.76,23,6.85,2.11,20,356,456
belt,belt,belt,4.44,1.69,18,3.45,2.42,22,5.75,1.94,28,602,494
bench,bench,bench,5.5,1.47,20,3.46,2.19,46,5.81,1.71,43,614,555
benefactor,benefactor,benefactor,6.0,2.15,20,2.95,2.16,20,4.5,2.87,22,449,345
benefici,beneficial,beneficial,6.61,1.73,23,4.18,1.99,22,6.3,2.52,20,251,362
benefit,benefit,benefit,6.87,1.22,23,3.53,2.32,17,6.25,2.17,24,376,445
benzen,benzene,benzene,4.53,1.87,19,3.95,3.15,20,4.92,1.59,24,535,418
bereav,bereaved,bereavement,3.65,1.72,23,5.23,2.71,22,4.45,1.61,20,298,409
bereav,bereavement,bereavement,3.2,1.62,40,4.45,2.04,22,3.97,2.44,38,298,409
beret,beret,beret,5.05,1.68,19,3.78,2.44,18,4.79,2.41,24,578,517
berth,berth,berth,4.52,1.33,21,2.71,1.97,24,5.3,1.92,20,425,402
bet,bet,bet,4.95,2.01,22,4.76,2.76,21,5.5,2.48,18,403,453
betray,betray,betrayal,2.52,1.92,42,5.33,2.51,42,3.86,2.61,22,258,358
betray,betrayal,betrayal,2.24,1.87,21,5.71,2.0,21,3.12,2.54,25,258,358
beverag,beverage,beverage,7.17,1.29,18,3.38,1.83,21,6.58,1.82,24,526,565
bib,bib,bib,5.78,1.73,18,3.57,2.04,23,5.16,1.68,19,548,488
bibl,bible,bible,5.74,2.77,19,3.65,2.25,20,5.0,3.09,24,585,594
bid,bid,bid,5.16,1.64,19,4.0,2.12,22,5.67,1.97,24,364,394
bid,bidding,bid,5.29,1.27,21,4.91,2.14,22,5.76,1.89,21,364,394
bill,bill,bill,3.11,1.7,19,4.0,2.57,21,4.0,2.29,20,528,535
bill,bill,billed,3.11,1.7,19,4.0,2.57,21,4.0,2.29,20,377,355
bill,billing,bill,3.23,1.57,22,5.18,2.46,22,4.47,2.01,19,528,535
bill,billing,billed,3.23,1.57,22,5.18,2.46,22,4.47,2.01,19,377,355
bin,bin,bin,4.95,1.24,21,3.04,2.21,25,5.21,1.9,19,598,562
biolog,biological,biology,6.57,1.69,21,3.52,2.65,25,5.11,2.42,19,400,441
biolog,biology,biology,6.0,1.45,20,4.1,2.22,20,4.45,2.13,22,400,441
birch,birch,birch,6.53,1.35,19,2.85,1.87,20,5.0,2.02,24,620,561
bird,bird,bird,6.75,1.78,40,3.83,2.48,18,5.88,2.55,25,602,614
birth,birth,birth,6.52,2.36,21,5.75,2.73,20,5.0,3.16,19,471,532
birth,birthing,birth,5.29,2.12,21,6.4,1.85,20,4.9,2.49,21,471,532
biscuit,biscuit,biscuit,6.45,1.47,20,2.91,2.0,22,6.26,2.18,27,574,571
bishop,bishop,bishop,4.53,2.29,19,3.77,2.09,22,4.82,2.17,22,587,524
bit,bit,bit,5.05,1.5,22,3.86,2.39,21,5.53,2.42,15,392,432
bite,bite,bite,3.52,2.09,21,5.1,2.31,20,6.58,2.14,19,509,553
bitter,bitter,bitter,3.63,2.17,19,4.64,3.3,22,4.58,2.36,19,409,457
bitter,bitter,bitterness,3.63,2.17,19,4.64,3.3,22,4.58,2.36,19,270,378
bitter,bitterness,bitter,3.15,1.6,20,5.1,2.21,21,4.62,2.16,21,409,457
bitter,bitterness,bitterness,3.15,1.6,20,5.1,2.21,21,4.62,2.16,21,270,378
black,black,black,5.4,2.14,20,3.58,2.41,38,5.48,2.06,44,470,589
black,blackness,black,3.82,1.59,22,4.52,2.86,21,5.23,2.74,22,470,589
blacksmith,blacksmith,blacksmith,5.58,1.71,19,3.24,2.08,17,6.0,1.84,17,589,575
blade,blade,blade,3.9,2.02,21,4.52,2.87,23,4.56,2.81,18,584,568
blame,blame,blame,2.94,1.92,18,4.81,2.84,21,3.33,2.2,18,293,356
bland,bland,bland,3.88,1.87,41,2.43,1.58,42,5.77,2.14,43,338,348
blanket,blanket,blanket,7.05,1.54,19,2.23,1.74,22,6.75,1.92,24,622,582
blasphemi,blasphemy,blasphemy,2.95,1.76,20,5.65,2.43,43,4.6,2.38,62,324,355
bleach,bleach,bleach,4.62,2.11,21,5.3,2.45,20,4.89,2.24,36,544,510
bleak,bleak,bleak,3.96,2.06,23,3.18,1.97,22,3.85,2.18,27,307,435
bless,bless,blessing,7.0,2.14,41,4.57,2.53,47,6.26,2.38,58,277,422
bless,blessed,blessing,7.5,1.76,18,3.55,2.68,20,5.32,1.99,25,277,422
bless,blessing,blessing,7.18,2.06,22,4.21,2.42,19,6.1,1.84,21,277,422
blind,blind,blind,2.8,1.42,40,3.73,2.1,22,3.04,1.99,45,443,485
blind,blinding,blind,3.37,1.42,19,5.24,2.64,21,4.0,2.27,22,443,485
blind,blindness,blind,2.55,1.61,20,4.78,2.51,18,2.38,1.86,24,443,485
blister,blister,blister,2.87,1.52,39,4.7,2.7,43,4.52,2.71,25,573,616
blister,blistering,blister,4.24,2.07,21,3.61,2.76,23,4.3,2.36,20,573,616
block,block,block,4.48,1.83,21,4.25,2.71,20,6.21,2.35,19,558,483
blond,blond,blonde,6.08,1.95,40,3.0,2.25,18,5.38,2.16,55,502,608
blond,blonde,blonde,6.0,2.24,21,5.75,2.43,20,5.56,2.21,36,502,608
blood,blood,blood,3.48,1.94,21,5.76,1.67,21,3.94,1.43,17,613,620
bloom,bloom,bloom,6.4,1.14,20,4.87,2.32,23,6.05,1.75,21,520,524
bloom,blooming,bloom,7.19,1.25,21,3.04,2.4,23,5.0,1.81,26,520,524
blossom,blossom,blossom,7.05,1.5,41,4.75,2.79,20,5.64,2.55,25,559,618
blous,blouse,blouse,5.73,1.86,22,3.24,2.49,21,6.59,1.76,22,640,595
blow,blow,blow,6.1,1.55,21,4.48,2.32,21,5.0,2.47,17,397,458
blue,blue,blue,6.53,2.34,19,3.69,2.4,45,5.79,2.17,24,459,569
blue,blues,blue,3.43,2.16,21,3.61,2.15,23,5.44,2.71,18,459,569
blunder,blunder,blunder,3.95,1.85,20,4.14,2.63,21,3.64,2.18,25,322,432
blush,blush,blush,6.38,1.88,21,4.74,2.14,23,4.25,2.29,20,465,551
boar,boar,boar,5.0,1.97,21,3.08,2.14,25,4.68,2.16,19,558,524
board,board,board,5.33,1.53,40,3.52,1.89,21,5.37,1.81,38,565,592
board,boarding,board,5.22,1.63,18,3.25,2.29,20,4.72,1.72,25,565,592
boast,boast,boast,4.24,1.67,21,4.36,2.7,22,6.33,1.9,27,295,416
boat,boat,boat,6.36,1.4,22,4.05,2.18,21,5.59,2.18,17,637,631
boat,boat,boating,6.36,1.4,22,4.05,2.18,21,5.59,2.18,17,494,533
boat,boating,boat,6.63,1.61,19,4.64,2.24,22,5.82,2.3,22,637,631
boat,boating,boating,6.63,1.61,19,4.64,2.24,22,5.82,2.3,22,494,533
bodi,body,body,5.95,1.28,40,4.62,2.11,21,5.76,2.71,25,568,614
boil,boil,boil,4.48,1.47,21,5.42,2.24,19,5.4,2.28,20,467,533
bolt,bolt,bolt,3.9,1.45,21,4.55,2.67,20,4.64,2.3,22,556,551
bomb,bomb,bomb,2.47,1.65,43,5.71,2.82,45,3.14,2.19,22,595,606
bomb,bombing,bomb,2.1,1.37,20,7.11,1.91,18,3.42,2.64,24,595,606
bond,bonding,bond,6.45,1.61,20,3.81,1.97,21,6.18,2.12,34,403,380
bone,bone,bone,5.24,1.55,21,4.75,2.59,20,6.0,2.36,19,588,567
book,book,book,7.05,1.73,39,3.13,2.4,39,6.41,2.09,46,609,591
boot,boot,boot,5.3,1.53,20,3.95,2.17,22,6.24,1.89,21,595,604
boot,boots,boot,5.89,1.73,19,3.52,2.62,21,5.08,2.14,25,595,604
booth,booth,booth,5.25,1.29,20,4.35,2.52,20,5.17,2.2,36,556,486
border,border,border,4.68,1.46,22,4.3,2.4,23,4.74,2.16,19,444,453
bore,bored,bore,2.95,1.58,19,3.65,2.54,20,4.96,2.39,24,344,404
bore,boring,bore,2.71,1.68,21,2.85,1.87,20,6.05,2.91,19,344,404
boredom,boredom,boredom,2.77,1.69,22,2.58,1.88,26,5.04,2.51,24,262,406
born,born,born,7.33,2.22,18,3.9,2.68,21,3.78,2.73,18,336,435
born,born,borne,7.33,2.22,18,3.9,2.68,21,3.78,2.73,18,324,346
bosom,bosom,bosom,6.44,1.42,18,4.7,2.85,20,5.0,1.85,25,552,593
boss,boss,boss,4.76,1.37,21,4.43,2.25,21,4.65,2.67,17,552,554
botani,botany,botany,5.55,1.79,20,3.0,2.0,23,4.81,1.58,26,444,410
bother,bother,bother,4.44,2.41,18,4.2,2.67,20,4.22,2.24,18,267,369
bottl,bottle,bottle,5.47,0.84,19,3.32,1.84,22,5.88,2.13,24,591,619
bottl,bottling,bottle,5.37,1.21,19,3.61,2.61,23,5.0,1.91,19,591,619
boundari,boundary,boundary,4.75,1.65,20,4.17,2.43,18,3.95,2.18,21,411,435
bouquet,bouquet,bouquet,6.67,1.73,42,3.33,2.17,42,5.76,1.84,55,566,599
bourbon,bourbon,bourbon,5.7,2.43,20,5.95,2.95,20,5.69,2.09,26,570,606
bow,bow,bow,5.46,1.82,24,3.85,2.39,20,5.95,2.27,21,572,546
bowl,bowl,bowl,5.67,1.49,40,3.21,2.2,47,5.58,2.01,45,575,579
bowl,bowling,bowl,6.68,1.57,19,4.05,2.69,21,5.2,2.17,20,575,579
box,box,box,5.33,1.78,18,2.67,1.8,21,4.67,1.88,18,597,591
box,boxing,box,4.47,2.59,19,5.73,3.15,22,5.63,1.86,19,597,591
boy,boy,boy,5.84,1.7,38,4.11,2.49,45,5.5,2.13,24,609,618
bra,bra,bra,5.9,1.76,21,3.92,2.24,24,5.63,2.34,19,629,624
bracelet,bracelet,bracelet,6.48,1.7,23,3.96,2.65,24,5.0,2.0,26,602,606
brain,brain,brain,6.22,1.63,18,3.35,2.78,20,6.28,1.81,18,556,572
brake,brake,brake,4.9,1.51,21,3.82,2.65,22,5.67,2.66,18,526,511
branch,branch,branch,5.15,1.76,20,2.67,1.91,18,4.91,1.97,22,583,548
brandi,brandy,brandy,5.67,1.71,21,3.86,2.34,22,5.5,1.6,22,595,590
brass,brass,brass,5.05,1.85,20,4.0,2.43,20,5.95,1.72,21,577,524
brassier,brassiere,brassiere,6.0,2.05,19,4.68,2.38,19,5.54,2.32,24,592,635
brat,brat,brat,2.67,1.57,18,4.67,2.01,21,4.61,2.55,23,501,536
brave,brave,brave,7.38,1.46,42,4.95,2.28,43,6.84,2.03,55,283,427
braveri,bravery,bravery,7.38,1.4,21,5.84,2.29,19,6.57,1.86,21,261,450
brawl,brawl,brawl,3.64,1.92,22,5.38,2.5,21,4.73,2.35,22,456,485
bread,bread,bread,6.52,1.94,21,3.85,2.3,20,6.05,2.53,19,622,619
break,break,break,5.1,2.45,21,4.71,2.26,21,4.5,2.07,18,360,398
breakfast,breakfast,breakfast,7.39,1.79,18,5.0,2.49,20,6.83,1.65,18,576,586
breast,breast,breast,6.64,1.91,42,5.39,2.95,18,5.0,2.23,24,580,597
breath,breath,breath,6.61,1.79,18,2.35,1.9,20,5.78,2.65,18,479,480
breath,breathe,breath,7.17,1.69,18,2.6,2.19,20,6.22,2.67,18,479,480
breez,breeze,breeze,7.61,1.33,18,3.2,2.5,44,4.55,2.5,20,500,560
bribe,bribe,bribe,3.32,0.89,19,4.44,2.28,18,4.59,2.67,17,367,425
brick,brick,brick,4.65,1.23,20,2.53,1.81,19,5.0,1.88,18,610,574
bridg,bridge,bridge,5.44,1.42,18,3.48,2.73,21,4.78,1.96,18,623,608
brief,brief,brief,6.0,1.41,19,3.42,2.21,24,5.39,2.06,28,361,344
brief,briefing,brief,4.76,1.41,21,3.58,2.19,26,5.88,2.15,24,361,344
bright,bright,bright,6.84,1.86,19,5.0,2.45,20,6.38,2.16,53,473,489
bright,brightness,bright,7.05,1.65,19,4.39,2.39,23,5.79,2.23,19,473,489
brilliant,brilliant,brilliant,7.5,2.28,22,5.95,2.8,20,7.16,2.09,19,350,482
brim,brim,brim,5.21,1.18,19,4.0,2.22,23,4.79,1.65,19,509,510
brisket,brisket,brisket,5.6,1.85,20,4.27,2.27,22,5.16,2.22,19,456,370
broad,broad,broad,5.14,1.8,21,3.26,2.51,19,4.23,2.67,22,399,463
broken,broken,broken,2.75,1.35,40,4.86,2.08,21,3.76,2.51,41,383,469
bronz,bronze,bronze,5.81,1.47,21,3.62,2.55,24,5.4,1.96,20,568,588
brook,brook,brook,7.0,1.38,20,3.33,2.54,21,6.08,2.22,24,611,597
broom,broom,broom,5.5,1.19,20,3.33,1.43,21,5.76,2.21,33,613,608
brother,brother,brother,6.18,2.0,38,4.48,2.49,42,5.46,2.04,24,585,589
brother,brotherly,brother,7.45,1.36,20,4.44,2.83,18,6.31,2.0,26,585,589
brush,brush,brush,5.47,1.26,19,3.18,1.71,22,6.18,1.47,22,589,570
brutal,brutal,brutal,3.07,1.81,41,5.13,2.68,45,3.94,2.79,17,402,427
brutal,brutal,brutality,3.07,1.81,41,5.13,2.68,45,3.94,2.79,17,344,489
brutal,brutality,brutal,2.43,1.43,21,4.96,2.31,23,3.89,2.05,19,402,427
brutal,brutality,brutality,2.43,1.43,21,4.96,2.31,23,3.89,2.05,19,344,489
brute,brute,brute,3.48,1.86,21,4.85,2.58,20,5.55,2.19,20,462,481
bubbl,bubble,bubble,6.43,2.04,21,4.19,2.34,21,6.12,1.88,25,563,604
bubbl,bubbly,bubble,6.9,1.29,20,4.77,2.22,22,6.0,1.63,22,563,604
bucket,bucket,bucket,4.55,1.39,20,2.96,1.88,24,5.52,2.38,27,594,586
buckl,buckle,buckle,5.05,1.67,20,3.76,2.39,17,4.83,2.24,24,568,587
bud,budding,bud,6.16,1.21,19,4.48,2.38,21,6.22,1.7,23,549,508
budget,budget,budget,4.56,1.95,18,3.33,1.88,21,4.9,2.29,20,366,394
buffer,buffer,buffer,5.42,1.35,19,4.05,1.96,21,5.43,1.75,23,509,459
buffoon,buffoon,buffoon,3.95,1.43,19,5.7,1.98,20,4.0,1.65,23,418,393
build,build,build,6.33,1.68,18,3.38,2.18,21,6.5,2.01,18,402,399
build,build,building,6.33,1.68,18,3.38,2.18,21,6.5,2.01,18,589,578
build,building,build,5.47,1.11,40,3.35,2.22,49,6.0,2.18,20,402,399
build,building,building,5.47,1.11,40,3.35,2.22,49,6.0,2.18,20,589,578
builder,builder,builder,5.95,1.31,19,3.32,2.17,22,6.93,1.59,27,532,551
bulldog,bulldog,bulldog,4.74,1.82,19,3.72,2.32,18,4.44,2.78,16,626,583
bullet,bullet,bullet,3.45,2.16,40,5.89,2.65,44,3.93,2.86,58,595,611
bump,bump,bump,5.05,1.6,21,4.75,2.15,20,5.33,1.96,36,525,476
bunch,bunch,bunch,5.83,1.69,18,2.81,1.97,21,4.56,1.82,18,452,486
bungalow,bungalow,bungalow,6.5,1.1,20,3.64,2.61,22,5.7,2.25,27,564,543
burden,burden,burden,3.05,2.09,21,3.96,2.16,23,3.14,1.82,21,391,499
burden,burdened,burden,3.27,1.41,40,4.1,2.28,21,3.65,2.22,43,391,499
bureau,bureau,bureau,4.7,1.87,20,3.74,2.12,23,5.19,1.86,21,547,497
burial,burial,burial,2.65,1.61,40,4.3,2.27,20,5.16,2.64,25,477,544
burn,burn,burn,3.73,1.87,40,5.4,2.46,45,3.9,2.28,42,490,541
burner,burner,burner,3.9,1.92,20,4.67,2.43,24,4.64,2.41,28,500,488
burro,burro,burro,4.86,1.93,21,4.04,2.3,25,5.57,1.83,23,618,638
burrow,burrow,burrow,5.53,1.31,19,3.52,2.23,21,5.24,1.98,25,426,444
buri,bury,bury,1.95,1.21,22,5.55,2.09,20,4.79,2.84,19,372,401
bush,bush,bush,4.75,1.97,20,2.67,1.74,21,5.0,1.85,25,585,549
busi,business,business,5.48,1.81,21,3.71,1.93,21,5.35,2.42,17,389,441
busi,business,busy,5.48,1.81,21,3.71,1.93,21,5.35,2.42,17,329,403
busi,busy,business,5.41,1.99,22,4.52,2.68,21,4.44,2.09,18,389,441
busi,busy,busy,5.41,1.99,22,4.52,2.68,21,4.44,2.09,18,329,403
busybodi,busybody,busybody,3.68,2.38,19,4.34,2.18,47,5.61,2.22,54,463,510
butcher,butcher,butcher,4.4,2.06,20,4.15,1.93,20,5.18,1.94,22,556,596
butter,butter,butter,6.36,1.74,39,3.37,2.15,43,5.67,2.06,45,618,603
butterfli,butterfly,butterfly,7.23,1.67,43,3.2,2.5,20,5.51,2.52,53,593,624
button,button,button,5.48,1.47,21,4.1,2.22,20,6.53,2.37,19,613,580
buy,buy,buy,6.82,1.84,22,4.29,2.43,21,6.78,1.96,18,370,397
cabbag,cabbage,cabbage,4.6,1.96,20,2.91,1.95,22,5.93,2.37,27,611,573
cabin,cabin,cabin,5.9,1.48,21,3.74,2.33,19,6.3,2.13,20,596,582
cabinet,cabinet,cabinet,5.1,1.04,21,3.75,2.12,20,5.78,1.8,18,593,524
cabl,cable,cable,5.9,1.97,20,3.52,2.37,23,5.79,2.04,28,544,469
cach,cache,cache,4.95,1.91,21,4.14,2.53,22,6.06,1.83,18,459,303
cage,cage,cage,3.11,1.41,19,4.2,2.53,20,3.58,2.5,19,593,585
cake,cake,cake,7.58,1.43,19,5.33,2.5,21,5.88,1.77,48,624,624
calculus,calculus,calculus,4.0,2.26,21,2.73,1.86,22,4.41,2.59,27,331,435
calf,calf,calf,5.44,1.29,25,3.7,2.44,23,5.16,2.22,19,592,565
call,call,call,6.18,1.84,22,3.29,2.03,21,5.61,1.65,18,389,424
calm,calm,calm,6.89,2.0,18,1.67,1.91,21,7.44,2.28,18,360,439
calm,calm,calmness,6.89,2.0,18,1.67,1.91,21,7.44,2.28,18,315,437
camel,camel,camel,5.29,1.42,21,3.1,1.55,21,5.21,2.32,24,597,561
camera,camera,camera,6.61,2.17,18,3.05,2.61,20,6.39,2.03,18,627,576
camouflag,camouflage,camouflage,5.85,1.39,20,4.2,2.46,20,6.1,2.47,21,480,513
camp,camp,camp,7.0,1.61,18,4.14,2.26,21,5.89,2.05,18,571,588
camp,camping,camp,6.09,1.8,22,5.5,2.92,22,6.32,1.73,19,571,588
can,can,can,6.41,1.53,22,3.14,1.93,21,6.44,2.19,16,365,369
can,canned,can,4.32,2.08,19,3.0,1.93,22,4.62,2.28,24,365,369
canal,canal,canal,5.71,1.74,21,4.05,2.33,20,5.81,1.91,21,598,588
canari,canary,canary,6.37,1.95,19,3.5,1.85,22,5.41,1.97,22,577,533
cancer,cancer,cancer,1.9,1.84,41,5.14,2.87,22,2.9,2.19,62,615,567
candid,candid,candidate,5.58,1.39,19,4.0,2.45,20,5.42,2.26,24,489,452
candid,candidate,candidate,4.5,1.7,20,5.32,2.32,22,5.48,1.75,21,489,452
candl,candle,candle,6.14,1.86,22,3.81,2.06,26,6.08,2.19,24,565,594
candlelight,candlelight,candlelight,6.63,1.34,19,3.22,2.51,18,6.18,2.27,17,500,599
candi,candy,candy,7.27,1.78,41,5.03,2.33,40,6.46,1.86,24,602,601
cane,cane,cane,4.64,1.31,39,3.0,1.86,42,4.38,2.24,45,590,608
cannon,cannon,cannon,4.74,1.65,39,5.09,2.83,44,4.95,2.5,42,604,588
cano,canoe,canoe,5.76,2.02,21,3.7,2.34,20,6.15,2.41,20,623,602
canon,canon,canon,4.9,1.58,21,5.86,2.01,21,4.8,2.29,25,541,493
canteen,canteen,canteen,5.05,1.84,19,3.2,1.7,20,5.15,2.25,20,587,540
capac,capacity,capacity,5.14,1.49,21,3.67,2.13,21,6.08,1.96,25,293,373
capit,capital,capital,5.29,1.82,21,3.14,2.08,22,5.85,2.13,27,448,518
capit,capitalism,capital,3.62,1.94,21,5.39,2.89,23,5.67,2.4,18,448,518
capit,capitalize,capital,5.95,1.5,21,3.91,2.52,23,6.12,1.86,26,448,518
capsul,capsule,capsule,5.6,1.93,20,3.45,2.19,20,5.56,1.66,25,540,594
captain,captain,captain,5.71,1.49,21,3.86,1.93,21,5.0,2.35,17,534,497
captiv,captive,captive,3.27,2.07,22,4.88,2.53,26,3.3,2.55,23,516,518
captiv,captivity,captive,3.14,1.78,22,5.09,2.65,22,2.89,2.0,18,516,518
car,car,car,6.63,1.96,41,4.04,2.27,23,6.41,1.94,22,622,638
caravan,caravan,caravan,5.86,1.36,22,3.8,2.09,20,5.59,2.26,22,539,562
carbon,carbon,carbon,4.5,1.47,20,4.05,2.06,22,5.05,1.61,19,511,445
card,card,card,5.5,1.65,18,2.67,1.83,21,5.06,2.36,18,565,578
cardin,cardinal,cardinal,6.14,1.52,22,4.21,2.2,19,5.2,2.65,20,600,531
care,care,care,7.64,1.29,22,2.67,1.85,21,6.56,1.85,18,342,383
care,careful,care,6.32,1.78,22,2.95,1.99,21,5.83,1.86,18,342,383
career,career,career,6.11,2.19,18,4.24,2.49,21,6.17,2.33,18,373,418
carnag,carnage,carnage,3.3,2.0,20,5.77,2.35,22,5.15,2.64,27,376,351
carnat,carnation,carnation,5.75,1.71,20,3.68,2.57,22,5.52,2.31,27,625,611
carp,carp,carp,4.55,1.1,22,4.31,2.53,26,5.83,2.2,24,613,539
carpet,carpet,carpet,5.95,1.5,21,2.77,1.6,22,5.1,1.81,21,581,538
